tipo_de_emprendimiento,idea_negocio,barrio,estrato,comuna_ciudadano,fecha_de_beneficio,monto_del_credito,línea_credito
comercio,tienda,enciso,2,8.0,2016-02-16,6000000.0,microempresarial
industria,fabrica de,enciso,3,8.0,2017-06-06,5000000.0,microempresarial
industria,fabrica de,boston,3,10.0,2017-04-19,20000000.0,microempresarial
comercio,tienda,villa niza,2,2.0,2018-04-25,7000000.0,microempresarial
comercio,variedades,robledo,2,7.0,2017-07-18,7377000.0,microempresarial
comercio,variedades,guayabal,3,15.0,2017-02-03,6890000.0,microempresarial
comercio,tienda,cabecera san cristobal,1,60.0,2018-02-05,4000000.0,microempresarial
comercio,tienda,el salvador,2,9.0,2017-06-05,7000000.0,microempresarial
industria,fabrica de,manrique central no. 2,3,3.0,2017-05-19,6000000.0,microempresarial
comercio,variedades,aranjuez,2,4.0,2017-05-09,4000000.0,microempresarial
comercio,variedades,llanaditas,2,8.0,2018-02-06,6000000.0,microempresarial
comercio,restaurante,playon de los,2,2.0,2017-02-06,3000000.0,microempresarial
comercio,fabrica de helados,manrique central no. 1,3,4.0,2018-12-13,6500000.0,microempresarial
comercio,distribuidora de,cabecera san cristobal,1,60.0,2018-02-28,7800000.0,microempresarial
servicio,taller de mecanica,toscana,3,5.0,2016-10-26,6890000.0,microempresarial
comercio,variedades,campo valdes no. 1,2,4.0,2018-05-24,7800000.0,microempresarial
comercio,variedades,guayabal,3,15.0,2018-03-07,7000000.0,microempresarial
comercio,variedades,santo domingo savio,1,1.0,2018-06-22,7800000.0,microempresarial
industria,fabrica de,calasanz,3,12.0,2016-12-16,6890000.0,microempresarial
servicio,peluqueria,castilla,2,5.0,2017-07-04,2000000.0,microempresarial
servicio,fabrica de,villatina,1,8.0,2016-07-15,3000000.0,microempresarial
comercio,comidas rapidas,enciso,2,8.0,2018-03-07,3000000.0,microempresarial
comercio,variedades,alfonso lopez,3,5.0,2017-05-23,700000000.0,microempresarial
comercio,tienda,granizal,2,1.0,2017-09-26,7300000.0,microempresarial
comercio,tienda,moravia,1,4.0,2018-02-26,650000.0,microempresarial
servicio,comidas rapidas,moravia,1,4.0,2016-11-19,1000000.0,microempresarial
comercio,tienda,san javier no.2,2,13.0,2019-02-21,8200000.0,microempresarial
servicio,peluqueria,buenos aires,2,9.0,2017-03-21,5000000.0,microempresarial
comercio,variedades,el progreso no.2,1,6.0,2017-09-26,5000000.0,microempresarial
industria,marroquineria,san javier no.1,3,13.0,2016-02-25,1800000.0,microempresarial
industria,fabrica de,robledo,3,7.0,2017-10-19,2000000.0,microempresarial
servicio,fabrica de ceramica,doce de octubre no.1,2,6.0,2016-08-17,6000000.0,microempresarial
comercio,fabrica de,popular,2,1.0,2017-01-17,7300000.0,microempresarial
comercio,variedades,cabecera san antonio,2,80.0,2018-08-14,7800000.0,microempresarial
industria,fabrica de velas,aranjuez,3,4.0,2016-05-20,1500000.0,microempresarial
industria,fabrica de,manrique central no. 1,2,4.0,2017-10-12,6000000.0,microempresarial
industria,fabrica de,castilla,2,5.0,2016-05-17,5000000.0,microempresarial
comercio,granero,santa cruz,1,2.0,2017-05-22,7377000.0,microempresarial
industria,fabrica de,la francia,2,2.0,2018-07-04,7800000.0,microempresarial
comercio,variedades,cabecera san antonio,3,80.0,2017-07-27,4000000.0,microempresarial
comercio,fabrica de,manrique oriental,3,3.0,2018-04-18,7800000.0,microempresarial
comercio,almacen de ropa en,buenos aires,3,9.0,2017-11-17,7377000.0,microempresarial
comercio,variedades,boston,3,10.0,2017-02-01,7370000.0,microempresarial
comercio,tienda,trinidad,3,15.0,2017-11-03,4000000.0,microempresarial
comercio,tienda,enciso,1,8.0,2016-04-26,6500000.0,microempresarial
comercio,tienda naturista,santo domingo savio,1,1.0,2018-11-06,7000000.0,microempresarial
comercio,comidas rapidas,doce de octubre no.1,1,6.0,2017-10-27,7370000.0,microempresarial
comercio,tienda,villa hermosa,3,8.0,2018-08-21,4000000.0,microempresarial
servicio,peluqueria,guayabal,3,15.0,2017-07-28,7000000.0,microempresarial
servicio,barberia,miranda,2,4.0,2018-10-18,7000000.0,microempresarial
comercio,variedades,cabecera san antonio,2,80.0,2018-06-05,7800000.0,microempresarial
comercio,almacen de ropa en,castilla,2,5.0,2016-10-11,350000000.0,microempresarial
industria,fabrica de,la floresta,3,12.0,2016-04-21,6890000.0,microempresarial
servicio,panaderia,cabecera san cristobal,2,60.0,2017-07-07,7300000.0,microempresarial
comercio,comidas rapidas,san pablo,2,1.0,2018-03-05,7800000.0,microempresarial
industria,fabrica de,san javier no.1,3,13.0,2019-05-20,6000000.0,microempresarial
comercio,miscelanea,robledo,3,7.0,2017-09-05,7300000.0,microempresarial
comercio,fabrica de alimentos,castilla,2,5.0,2018-04-03,3000000.0,microempresarial
industria,fabrica de,san javier no.1,1,13.0,2018-09-24,6000000.0,microempresarial
comercio,variedades,granizal,2,1.0,2018-06-06,7800000.0,microempresarial
servicio,comidas rapidas,castilla,3,5.0,2016-05-05,6890000.0,microempresarial
industria,fabrica de,la francia,2,2.0,2018-11-20,780000000.0,microempresarial
servicio,peluqueria,san javier no.1,1,13.0,2017-06-15,7370000.0,microempresarial
servicio,mantenimiento en,castilla,3,5.0,2017-02-01,7200000.0,microempresarial
industria,fabrica de,andalucia,2,2.0,2018-07-11,1500000.0,microempresarial
comercio,cafeteria,belen,2,16.0,2016-10-20,4130000.0,microempresarial
agropecuaria,sembrados,cabecera san cristobal,2,60.0,2017-10-20,7300000.0,microempresarial
comercio,tienda de helados,aranjuez,2,4.0,2019-05-06,6000000.0,microempresarial
comercio,peluqueria,manrique central no. 2,2,3.0,2018-03-01,3000000.0,microempresarial
industria,ebanistaria,aranjuez,1,4.0,2017-10-20,7370000.0,microempresarial
comercio,tienda,buenos aires,2,9.0,2019-03-05,6000000.0,microempresarial
comercio,almacen de ropa en,la francia,2,2.0,2017-12-12,6500000.0,microempresarial
comercio,variedades,san javier no.1,3,13.0,2018-02-21,7377000.0,microempresarial
servicio,peluqueria,olaya herrera,1,7.0,2017-02-24,7000000.0,microempresarial
comercio,variedades,robledo,2,7.0,2018-06-15,2000000.0,microempresarial
industria,fabrica de,cabecera san cristobal,2,60.0,2018-07-25,2000000.0,microempresarial
servicio,cafe e internet,moravia,1,4.0,2018-04-12,2500000.0,microempresarial
servicio,barberia,robledo,3,7.0,2018-09-14,5500000.0,microempresarial
comercio,restaurante,san javier no.1,2,13.0,2018-09-21,7800000.0,microempresarial
comercio,variedades,barrio caicedo,3,9.0,2016-05-05,5000000.0,microempresarial
comercio,fabrica de calzado,villa niza,1,2.0,2018-02-13,4000000.0,microempresarial
industria,fabrica de,moravia,2,4.0,2018-05-24,5000000.0,microempresarial
comercio,tienda,santa cruz,1,2.0,2018-06-22,7500000.0,microempresarial
comercio,comidas rapidas,pedregal,3,6.0,2018-04-11,7000000.0,microempresarial
comercio,variedades,moravia,1,4.0,2016-03-16,6000000.0,microempresarial
comercio,tienda,13 de noviembre,1,8.0,2017-01-20,600000000.0,microempresarial
servicio,cafe e internet,robledo,2,7.0,2018-07-09,6000000.0,microempresarial
industria,fabrica de,boyaca,3,5.0,2017-07-05,7377000.0,microempresarial
comercio,distribuidora de,belen,1,16.0,2019-04-24,7000000.0,microempresarial
servicio,lavanderia,san javier no.2,1,13.0,2016-03-28,6000000.0,microempresarial
comercio,lavanderia,castilla,3,5.0,2018-07-05,7800000.0,microempresarial
servicio,fabrica de juegos,granizal,2,1.0,2018-03-08,2000000.0,microempresarial
servicio,recreativo educativo,belen,3,16.0,2016-09-16,6890000.0,microempresarial
comercio,distribuidora de,manrique central no. 1,3,4.0,2018-04-24,5000000.0,microempresarial
industria,fabrica de calzado,santo domingo savio,1,1.0,2017-05-19,7300000.0,microempresarial
comercio,ferreteria,13 de noviembre,1,8.0,2017-03-01,7377000.0,microempresarial
comercio,tienda,tejelo,3,5.0,2018-09-12,5000000.0,microempresarial
comercio,papeleria,villa guadalupe,2,1.0,2016-11-30,6890000.0,microempresarial
comercio,variedades,boston,3,10.0,2018-09-05,7800000.0,microempresarial
industria,fabrica de,robledo,1,7.0,2019-01-22,7800000.0,microempresarial
servicio,organizacion y,cabecera san cristobal,2,60.0,2016-05-11,5000000.0,microempresarial
comercio,variedades,santo domingo savio,1,1.0,2017-10-23,4000000.0,microempresarial
comercio,tienda,belen,2,16.0,2017-10-12,7200000.0,microempresarial
comercio,restaurante,enciso,1,8.0,2016-10-19,4000000.0,microempresarial
comercio,variedades,calasanz,2,12.0,2017-07-27,5000000.0,microempresarial
comercio,fabrica de calzado,pedregal,3,6.0,2018-10-03,3500000.0,microempresarial
industria,fabrica de,playon de los,1,2.0,2019-05-06,3750000.0,microempresarial
comercio,tienda,san javier no.1,2,13.0,2017-07-28,6000000.0,microempresarial
industria,fabrica de,buenos aires,2,9.0,2018-09-20,7800000.0,microempresarial
industria,fabrica de,robledo,2,7.0,2017-02-22,7000000.0,microempresarial
servicio,productos de belleza,cordoba,3,7.0,2017-10-31,23510000.0,empresarial ed.
industria,fabrica de,20 de julio,2,13.0,2016-09-07,3000000.0,microempresarial
industria,fabrica de,campo valdes no. 1,2,4.0,2018-05-04,1800000.0,microempresarial
comercio,distribuidora de,villa del socorro,2,2.0,2018-12-17,1500000.0,microempresarial
servicio,peluqueria,campo valdes no. 1,2,4.0,2017-09-06,7000000.0,microempresarial
comercio,peluqueria,robledo,1,7.0,2018-05-30,7000000.0,microempresarial
industria,fabrica de,robledo,2,7.0,2016-10-25,500000000.0,microempresarial
comercio,papeleria,san javier no.1,1,13.0,2018-02-15,6000000.0,microempresarial
comercio,tienda,manrique central no. 1,3,4.0,2017-06-28,7377000.0,microempresarial
comercio,almacen de ropa en,santo domingo savio,2,1.0,2018-03-08,3000000.0,microempresarial
comercio,comidas rapidas,trinidad,3,15.0,2017-11-22,3000000.0,microempresarial
comercio,ferreteria,cabecera san cristobal,2,60.0,2016-08-11,3000000.0,microempresarial
comercio,restaurante,manrique central no. 1,2,4.0,2019-04-29,3000000.0,microempresarial
comercio,almacen de ropa en,belen,3,16.0,2018-07-25,5000000.0,microempresarial
servicio,variedades,la america,2,12.0,2017-07-11,5000000.0,microempresarial
industria,fabrica de,castilla,2,5.0,2018-08-01,7800000.0,microempresarial
servicio,variedades,girardot,3,5.0,2017-07-07,6000000.0,microempresarial
servicio,taller de mecanica,robledo,3,7.0,2017-06-08,20000000.0,empresarial ed.
comercio,variedades,buenos aires,2,9.0,2017-08-08,5000000.0,microempresarial
servicio,comidas rapidas,villa guadalupe,2,1.0,2016-05-20,689000000.0,microempresarial
servicio,peluqueria,belen,2,16.0,2017-07-12,7000000.0,microempresarial
servicio,recreativo educativo,aranjuez,3,4.0,2017-05-17,7377000.0,microempresarial
industria,fabrica de,popular,2,1.0,2018-04-17,7800000.0,microempresarial
servicio,comidas rapidas,doce de octubre no.1,2,6.0,2017-07-18,7370000.0,microempresarial
comercio,miscelanea,cabecera san antonio,3,80.0,2016-02-17,5000000.0,microempresarial
industria,fabrica de,doce de octubre no.1,2,60.0,2019-06-04,7000000.0,microempresarial
industria,variedades,el salvador,3,9.0,2018-05-25,7000000.0,microempresarial
comercio,almacen de ropa en,juan xxiii la quiebra,2,13.0,2019-02-04,8200000.0,microempresarial
industria,fabrica de,belen,2,16.0,2018-05-16,7800000.0,microempresarial
comercio,almacen de ropa en,belen,2,16.0,2017-05-24,5000000.0,microempresarial
industria,fabrica de,belencito,2,13.0,2017-10-18,2800000.0,microempresarial
industria,fabrica de,enciso,3,8.0,2019-03-15,828116000.0,microempresarial
comercio,variedades,playon de los,2,2.0,2016-11-23,4130000.0,microempresarial
comercio,deposito de,robledo,2,7.0,2018-02-06,7800000.0,microempresarial
comercio,drogueria,campo valdes no. 1,3,4.0,2018-03-23,7000000.0,microempresarial
comercio,almacen de ropa en,manrique central no. 1,2,4.0,2017-04-06,400000000.0,microempresarial
agropecuaria,sembrados,santa elena central,2,90.0,2017-06-14,14.0,agropecuaria
comercio,restaurante,la colina,2,15.0,2017-09-26,7000000.0,microempresarial
comercio,variedades,versalles no. 1,2,3.0,2018-07-03,5000000.0,microempresarial
comercio,variedades,pedregal,3,6.0,2017-10-26,2000000.0,microempresarial
industria,fabrica de,guayabal,3,15.0,2018-12-05,3000000.0,microempresarial
comercio,papeleria,robledo,3,7.0,2017-08-11,7377000.0,microempresarial
comercio,fabrica de,san javier no.1,2,13.0,2017-09-13,7370000.0,microempresarial
servicio,fabrica de,robledo,2,7.0,2016-07-26,6890000.0,microempresarial
industria,fabrica de,cordoba,3,7.0,2017-02-07,7300000.0,microempresarial
comercio,variedades,castilla,3,10.0,2018-07-27,4000000.0,microempresarial
servicio,peluqueria,la floresta,3,12.0,2017-09-08,7000000.0,microempresarial
servicio,barberia,villatina,2,8.0,2017-07-25,737000000.0,microempresarial
industria,fabrica de,trinidad,3,15.0,2017-10-19,700000000.0,microempresarial
servicio,peluqueria,la america,3,12.0,2016-03-15,6890000.0,microempresarial
servicio,recreativo educativo,pedregal,3,6.0,2016-09-22,6350000.0,microempresarial
comercio,tienda,robledo,2,7.0,2018-05-11,5000000.0,microempresarial
comercio,tienda,cabecera san cristobal,3,60.0,2019-06-27,8200000.0,microempresarial
comercio,variedades,castilla,2,5.0,2018-05-15,2000000.0,microempresarial
comercio,ferreteria,juan xxiii la quiebra,2,13.0,2019-06-25,8000000.0,microempresarial
servicio,organizacion y,boyaca,3,5.0,2018-05-17,15000000.0,empresarial ed.
servicio,peluqueria,moravia,2,4.0,2018-02-15,7800000.0,microempresarial
servicio,venta de lacteos,enciso,3,8.0,2016-11-24,5000000.0,microempresarial
servicio,comidas rapidas,cabecera san cristobal,3,60.0,2018-02-08,7800000.0,microempresarial
industria,fabrica de,san javier no.1,2,13.0,2017-04-06,6000000.0,microempresarial
servicio,variedades,santo domingo savio,2,1.0,2016-08-25,6890000.0,microempresarial
comercio,comidas rapidas,las palmas,2,10.0,2017-07-11,7000000.0,microempresarial
comercio,tienda,san javier no.1,1,13.0,2017-03-23,6000000.0,microempresarial
comercio,reciclaje,andalucia,2,2.0,2017-03-08,7377000.0,microempresarial
comercio,variedades,robledo,2,7.0,2016-11-23,5000000.0,microempresarial
comercio,almacen de ropa en,picacho,1,6.0,2016-12-07,6800000.0,microempresarial
comercio,papeleria,manrique central no. 1,2,4.0,2018-09-05,4000000.0,microempresarial
industria,fabrica de,villa hermosa,2,8.0,2018-06-22,7800000.0,microempresarial
industria,panaderia,villatina,2,8.0,2017-02-16,7000000.0,microempresarial
industria,fabrica de,buenos aires,2,9.0,2018-07-11,7800000.0,microempresarial
servicio,fabrica de,santa cruz,2,2.0,2017-08-24,4000000.0,microempresarial
comercio,tienda de helados,la milagrosa,3,9.0,2018-07-13,4500000.0,microempresarial
industria,fabrica de,manrique central no. 1,2,4.0,2018-07-06,7000000.0,microempresarial
servicio,recreativo educativo,santa rosa de lima,2,13.0,2017-12-12,6000000.0,microempresarial
industria,ferreteria,manrique central no. 1,2,4.0,2017-04-04,4500000.0,microempresarial
servicio,peluqueria,la milagrosa,3,9.0,2018-05-18,7800000.0,microempresarial
comercio,peluqueria,enciso,2,8.0,2019-01-28,8280000.0,microempresarial
comercio,granero,barrio caicedo,2,9.0,2019-01-23,8000000.0,microempresarial
servicio,fabrica de,la milagrosa,2,9.0,2017-02-08,7377000.0,microempresarial
comercio,fabrica de,robledo,3,7.0,2018-01-25,7812000.0,microempresarial
industria,ebanistaria,belencito,2,13.0,2018-05-18,2000000.0,microempresarial
comercio,almacen de ropa en,cristo rey,3,15.0,2016-11-15,4000000.0,microempresarial
industria,fabrica de,moscu no. 1,1,2.0,2017-04-26,2500000.0,microempresarial
comercio,almacen de ropa en,doce de octubre no.1,2,6.0,2018-02-07,7800000.0,microempresarial
industria,fabrica de,doce de octubre no.1,1,6.0,2018-07-17,5000000.0,microempresarial
comercio,comidas rapidas,buenos aires,3,9.0,2017-10-30,7000000.0,microempresarial
industria,fabrica de,san javier no.1,1,13.0,2017-04-06,700000000.0,microempresarial
industria,fabrica de productos,san javier no.1,3,13.0,2016-12-22,500000000.0,microempresarial
agropecuaria,criadero de animales,palmitas,2,50.0,2017-10-11,14754340.0,microempresarial
industria,fabrica de,tejelo,3,5.0,2017-07-07,4000000.0,microempresarial
comercio,variedades,aranjuez,2,4.0,2018-05-23,4500000.0,microempresarial
comercio,miscelanea,francisco antonio zea,3,5.0,2017-03-29,3000000.0,microempresarial
comercio,miscelanea,manrique central no. 2,1,3.0,2018-01-15,5000000.0,microempresarial
servicio,tienda,san antonio,3,8.0,2017-08-14,500000000.0,microempresarial
comercio,deposito de,cristo rey,3,15.0,2017-06-15,7300000.0,microempresarial
comercio,comidas rapidas,san german,3,7.0,2019-01-25,3700000.0,microempresarial
industria,fabrica de,manrique central no. 1,2,4.0,2017-11-02,6000000.0,microempresarial
industria,fabrica de,la libertad,2,8.0,2016-08-25,3000000.0,microempresarial
comercio,tienda,manrique central no. 1,2,4.0,2018-11-28,7000000.0,microempresarial
industria,fabrica de,20 de julio,2,13.0,2016-05-23,6000000.0,microempresarial
comercio,comidas rapidas,cabecera san cristobal,2,60.0,2017-07-17,2000000.0,microempresarial
comercio,panaderia,san javier no.1,2,13.0,2018-02-01,2000000.0,microempresarial
industria,fabrica de,florencia,3,5.0,2016-06-28,500000000.0,microempresarial
comercio,cerrajeria,villatina,1,8.0,2018-02-15,3000000.0,microempresarial
servicio,papeleria,robledo,2,7.0,2018-07-26,2500000.0,microempresarial
servicio,comidas rapidas,el rincon,2,16.0,2018-05-29,5000000.0,microempresarial
comercio,miscelanea,campo valdes no. 1,3,4.0,2016-06-14,4000000.0,microempresarial
comercio,deposito de,aranjuez,2,4.0,2017-09-19,5000000.0,microempresarial
servicio,peluqueria,san javier no.1,2,13.0,2018-02-07,7800000.0,microempresarial
comercio,productos de belleza,robledo,1,7.0,2019-03-13,1500000.0,microempresarial
servicio,productos de belleza,robledo,2,7.0,2019-03-18,8280000.0,microempresarial
industria,marroquineria,pedregal,3,6.0,2017-12-12,4000000.0,microempresarial
industria,fabrica de,barrio caicedo,2,9.0,2016-03-18,6443500.0,microempresarial
comercio,cafeteria,blanquizal,1,13.0,2016-07-13,3000000.0,microempresarial
comercio,tienda,la milagrosa,3,9.0,2018-04-13,5000000.0,microempresarial
servicio,taller de mecanica,trinidad,1,15.0,2017-05-08,7000000.0,microempresarial
